Cell_Line,N_train,N_test,N_models,Pct_sensitive,Consensus_AUC,AUC_AVALON_RF,AUC_AVALON_LR,AUC_AVALON_SVM,AUC_AVALON_XGB,AUC_ECFP_RF,AUC_ECFP_LR,AUC_ECFP_SVM,AUC_ECFP_XGB,AUC_MACCS_RF,AUC_MACCS_LR,AUC_MACCS_SVM,AUC_MACCS_XGB,Mean_CLASS_LAG,Mean_CONS_STD,Mean_CONS_STD_PROB,Pct_AD_STD_lt010,Pct_AD_STD_lt020,CL_cov001,CL_cov002,CL_cov003,CL_cov004,CL_cov005,CL_cov006,CL_cov007,CL_cov008,CL_cov009,CL_cov010,CL_cov020,CL_cov030,CL_cov040,CL_cov050,CL_cov060,CL_cov070,CL_cov080,CL_cov090,CL_cov100,CS_cov001,CS_cov002,CS_cov003,CS_cov004,CS_cov005,CS_cov006,CS_cov007,CS_cov008,CS_cov009,CS_cov010,CS_cov020,CS_cov030,CS_cov040,CS_cov050,CS_cov060,CS_cov070,CS_cov080,CS_cov090,CS_cov100,CSP_cov001,CSP_cov002,CSP_cov003,CSP_cov004,CSP_cov005,CSP_cov006,CSP_cov007,CSP_cov008,CSP_cov009,CSP_cov010,CSP_cov020,CSP_cov030,CSP_cov040,CSP_cov050,CSP_cov060,CSP_cov070,CSP_cov080,CSP_cov090,CSP_cov100
NCI-H2135,326,82,12,21.81,0.472,0.5045,0.4674,0.475,0.4818,0.528,0.4636,0.4818,0.4538,0.411,0.5894,0.4629,0.5197,0.2232,0.181,0.1294,28.05,53.66,,,,1.0,0.75,0.75,0.875,0.7,0.5833,0.5,0.2333,0.5833,0.71,0.761,0.7166,0.6097,0.6271,0.5376,0.472,,,,,0.75,0.75,0.875,0.7,0.5833,0.7222,0.6346,0.5595,0.6429,0.6939,0.659,0.6125,0.5894,0.5157,0.472,,,,1.0,0.75,0.75,0.875,0.7,0.5833,0.5,0.5,0.5595,0.6429,0.6939,0.7148,0.6776,0.5989,0.5376,0.472
NCI-H2170,316,80,12,36.36,0.3887,0.4193,0.4258,0.4753,0.472,0.4421,0.4193,0.3828,0.4434,0.4193,0.3887,0.4141,0.4368,0.3032,0.1948,0.1823,0.0,56.25,,,0.0,0.0,0.0,0.3333,0.2222,0.1667,0.375,0.375,0.4531,0.5455,0.4844,0.4925,0.4896,0.441,0.4117,0.3721,0.3887,1.0,1.0,0.5,0.25,0.25,0.1667,0.2222,0.1667,0.2667,0.2667,0.2833,0.3427,0.3198,0.4311,0.4261,0.4321,0.4246,0.4219,0.3887,0.0,0.0,0.5,0.6667,0.6667,0.6667,0.5,0.4167,0.375,0.375,0.5079,0.3286,0.4196,0.5163,0.4896,0.4725,0.4117,0.396,0.3887
NCI-H2172,273,69,12,11.4,0.6037,0.5917,0.6741,0.613,0.6333,0.5981,0.6,0.6333,0.6778,0.5519,0.4185,0.4889,0.4833,0.1001,0.1021,0.027,69.57,82.61,,,,,,,,,,,,0.8,0.7885,0.7292,0.7105,0.7209,0.724,0.6708,0.6037,,,,,,,,,,,,0.65,0.8267,0.7604,0.6974,0.7209,0.7161,0.6708,0.6037,,,,,,,,,,,,0.7895,0.7308,0.7604,0.7039,0.7209,0.7188,0.6708,0.6037
NCI-H2228,315,79,12,25.13,0.5769,0.6167,0.5693,0.6006,0.6518,0.5389,0.5816,0.6006,0.5009,0.5849,0.4526,0.5104,0.5361,0.2342,0.1836,0.1198,10.13,54.43,,,,,,1.0,0.8,0.6667,0.8333,0.8333,0.625,0.6019,0.4167,0.4242,0.4843,0.4696,0.4614,0.5345,0.5769,,,,,,,,,,,0.5641,0.4375,0.4615,0.3983,0.453,0.4761,0.5294,0.5333,0.5769,,,,,,,,,0.5714,0.5714,0.4872,0.4947,0.4167,0.4026,0.4188,0.463,0.4614,0.5345,0.5769
NCI-H226,342,86,12,22.66,0.5146,0.554,0.5146,0.6244,0.5493,0.6225,0.5099,0.539,0.57,0.4526,0.4394,0.4977,0.369,0.237,0.1789,0.1287,22.09,60.47,,,1.0,0.6667,0.8333,0.625,0.5,0.5,0.4167,0.3571,0.1562,0.5524,0.3867,0.4881,0.5168,0.4765,0.4608,0.5312,0.5146,,,,0.6667,0.5,0.75,0.75,0.75,0.6667,0.6111,0.3778,0.4205,0.4885,0.4054,0.4517,0.5236,0.5288,0.5608,0.5146,,,,0.6667,0.5,0.625,0.5,0.5,0.6667,0.6111,0.4444,0.4659,0.3867,0.5679,0.5548,0.4765,0.5117,0.5312,0.5146
NCI-H2291,278,70,12,13.79,0.5915,0.6055,0.5855,0.6109,0.6073,0.5709,0.5648,0.5067,0.5842,0.5733,0.6182,0.5091,0.5648,0.1094,0.1083,0.0307,61.43,85.71,,,,,,,,,,,0.7273,0.4444,0.6,0.6122,0.5625,0.5333,0.5109,0.5376,0.5915,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.9,0.4848,0.4444,0.6591,0.6122,0.6061,0.6148,0.5556,0.5815,0.5915,,,,,,,,,0.5,0.5,0.3333,0.3889,0.6591,0.6122,0.6128,0.5692,0.5596,0.5376,0.5915
NCI-H23,339,85,12,44.58,0.5468,0.5677,0.5674,0.5669,0.5195,0.6154,0.5658,0.6171,0.5903,0.4844,0.5178,0.5031,0.4404,0.3528,0.2097,0.2587,0.0,40.0,1.0,1.0,0.5,0.3333,0.25,0.2,0.2,0.6,0.5,0.6667,0.7361,0.6036,0.5903,0.6104,0.6077,0.6089,0.5606,0.5404,0.5468,0.0,0.0,0.0,0.3333,0.25,0.625,0.625,0.75,0.8125,0.85,0.6857,0.6848,0.6319,0.5548,0.5559,0.5294,0.5132,0.5298,0.5468,1.0,1.0,1.0,1.0,0.6667,0.625,0.625,0.75,0.6667,0.75,0.6528,0.6607,0.609,0.632,0.6046,0.577,0.5606,0.541,0.5468
NCI-H2342,264,67,12,26.59,0.6757,0.6372,0.6395,0.3367,0.5147,0.6542,0.5442,0.4172,0.5578,0.7171,0.5737,0.3163,0.6293,0.2656,0.2004,0.1441,0.0,52.24,,,,,,,,,,,1.0,0.65,0.8194,0.8274,0.7689,0.7753,0.7464,0.7014,0.6757,,,,,0.6667,0.75,0.75,0.8,0.8333,0.8333,0.8182,0.8519,0.6944,0.7586,0.7563,0.7339,0.6885,0.7042,0.6757,,,,,,,,,,,0.9231,0.8889,0.7361,0.725,0.7269,0.7324,0.7464,0.6681,0.6757
NCI-H2347,271,68,12,29.79,0.544,0.5135,0.5275,0.4899,0.513,0.5411,0.5256,0.4638,0.515,0.5179,0.5333,0.5159,0.5575,0.2812,0.1925,0.163,1.47,51.47,1.0,1.0,0.5,0.5,0.3333,0.6667,0.6667,0.5,0.6667,0.6667,0.5333,0.4111,0.3946,0.5375,0.6005,0.5566,0.5345,0.5773,0.544,1.0,1.0,1.0,1.0,1.0,0.8333,0.8333,0.75,0.7,0.7,0.5455,0.4265,0.4688,0.5573,0.5769,0.5469,0.5631,0.5621,0.544,,,1.0,1.0,0.6667,0.5,0.5,0.625,0.7,0.7,0.35,0.4333,0.4562,0.5573,0.5549,0.5566,0.5345,0.5773,0.544
NCI-H2405,318,80,12,20.1,0.6905,0.6223,0.605,0.4188,0.5996,0.6439,0.6591,0.2933,0.6591,0.6299,0.5097,0.5898,0.6558,0.2073,0.1785,0.0968,16.25,63.75,,,,,,,,,,,0.6,0.3913,0.65,0.7361,0.75,0.7318,0.6687,0.6692,0.6905,,,,,,,,,0.4286,0.4286,0.4,0.6818,0.6,0.6216,0.7103,0.6706,0.6788,0.6706,0.6905,,,,,,,,,0.5714,0.5714,0.5333,0.6818,0.6167,0.6396,0.7341,0.6793,0.6687,0.6692,0.6905
NCI-H2444,274,69,12,8.16,0.4293,0.4444,0.3687,0.3131,0.404,0.2677,0.3788,0.3535,0.2576,0.2551,0.4949,0.3687,0.4192,0.0924,0.0991,0.0261,69.57,81.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4125,0.3511,0.5346,0.4722,0.4293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4697,0.4,0.3511,0.3056,0.4722,0.4293,,,,,,,,,,,0.0,0.0,0.0,0.4848,0.4,0.3511,0.3056,0.4722,0.4293
NCI-H292,278,70,12,68.39,0.6133,0.5254,0.5541,0.556,0.5088,0.5106,0.5421,0.555,0.5393,0.5837,0.7253,0.5652,0.5902,0.2996,0.1969,0.1785,0.0,51.43,,,1.0,1.0,0.6667,0.5,0.5,0.4,0.3333,0.3333,0.3333,0.6625,0.5986,0.632,0.5455,0.5796,0.5703,0.6174,0.6133,,,,,,,,,,,0.1538,0.55,0.5682,0.652,0.6101,0.5804,0.5154,0.5718,0.6133,,,,,,,,,0.3333,0.3333,0.3333,0.5294,0.5833,0.616,0.5972,0.5342,0.5688,0.5897,0.6133
NCI-H3122,312,78,12,40.77,0.5808,0.6274,0.5598,0.5944,0.5374,0.6101,0.6155,0.5316,0.5448,0.4664,0.5306,0.519,0.5027,0.3472,0.2014,0.2394,1.28,43.59,,,0.5,0.5,0.5,0.5,0.5,0.5,0.6667,0.6667,0.5636,0.5547,0.575,0.5286,0.5441,0.5378,0.56,0.548,0.5808,0.0,0.0,0.0,0.3333,0.3333,0.25,0.625,0.7,0.6667,0.6667,0.5417,0.5798,0.6292,0.6029,0.5865,0.556,0.55,0.5479,0.5808,,,1.0,1.0,1.0,0.5,0.5,0.5,0.6667,0.6667,0.6333,0.5859,0.5708,0.6005,0.5216,0.5378,0.5427,0.548,0.5808
NCI-H322M,339,85,12,22.17,0.6263,0.5943,0.5735,0.5528,0.5484,0.6765,0.6228,0.6021,0.6799,0.5766,0.7439,0.6168,0.6107,0.2,0.1618,0.0868,28.24,69.41,,,,,,,,,,,0.8095,0.6381,0.4621,0.6071,0.5635,0.5788,0.5231,0.5918,0.6263,,,,,,,,0.8333,0.8571,0.875,0.7619,0.6286,0.4621,0.5198,0.5029,0.512,0.5224,0.541,0.6263,,,,,,,,,,,0.8269,0.6381,0.4621,0.5198,0.5174,0.4837,0.5655,0.5565,0.6263
NCI-H358,317,80,12,41.81,0.6809,0.6812,0.6389,0.7086,0.6312,0.7299,0.6647,0.7257,0.6654,0.619,0.4597,0.6825,0.666,0.3293,0.2066,0.2151,0.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8889,0.8333,0.875,0.875,0.8906,0.8194,0.7381,0.6982,0.6958,0.6706,0.6787,0.681,0.6809,,,,,,,,1.0,1.0,1.0,0.5897,0.5852,0.668,0.5962,0.6414,0.6585,0.6759,0.6753,0.6809,,,,,,,,0.3333,0.6667,0.6667,0.7778,0.6889,0.6842,0.6979,0.6821,0.6784,0.669,0.681,0.6809
NCI-H441,321,81,12,8.71,0.4189,0.2625,0.3861,0.6544,0.4498,0.4199,0.4923,0.5792,0.4093,0.5087,0.5077,0.5502,0.5,0.0743,0.0856,0.0117,75.31,93.83,1.0,1.0,0.5,0.3333,0.25,0.25,0.2,0.1667,0.1429,0.125,0.3333,0.4394,0.4569,0.3581,0.4364,0.3692,0.4322,0.4697,0.4189,,,,,,,,0.5,0.4286,0.5,0.7143,0.5595,0.5172,0.4889,0.4182,0.4804,0.4322,0.4654,0.4189,,,,,,,,,,,0.8667,0.4762,0.4828,0.4667,0.4227,0.3692,0.4322,0.4675,0.4189
NCI-H460,274,69,12,51.9,0.4803,0.4141,0.4385,0.4936,0.5462,0.5521,0.5128,0.5731,0.4966,0.5368,0.4274,0.5427,0.4154,0.359,0.2073,0.2625,0.0,47.83,1.0,1.0,1.0,1.0,0.75,0.6667,0.6667,0.5556,0.5,0.5,0.4082,0.4,0.4103,0.4216,0.4444,0.455,0.4636,0.4716,0.4803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.5833,0.5833,0.375,0.4712,0.5052,0.5033,0.4909,0.4433,0.4649,0.4747,0.4803,1.0,1.0,1.0,1.0,1.0,0.6667,0.6667,0.5556,0.5833,0.5833,0.4286,0.3889,0.3949,0.4178,0.45,0.4582,0.4636,0.4716,0.4803
NCI-H520,317,80,12,46.1,0.5301,0.5633,0.4821,0.5719,0.4936,0.4942,0.4955,0.4891,0.5326,0.4508,0.5627,0.5121,0.5077,0.3831,0.2261,0.304,0.0,28.75,,,1.0,0.6667,0.6667,0.6667,0.625,0.6,0.5833,0.5833,0.6032,0.6014,0.5304,0.526,0.5227,0.5404,0.5397,0.535,0.5301,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.6667,0.6667,0.5,0.5294,0.5917,0.6087,0.5786,0.5651,0.548,0.5438,0.5301,1.0,1.0,1.0,1.0,1.0,0.8333,0.625,0.5,0.4167,0.4167,0.65,0.625,0.5182,0.504,0.5339,0.5296,0.5397,0.535,0.5301
NCI-H522,312,78,12,37.69,0.5763,0.5968,0.5423,0.6466,0.5573,0.6332,0.5281,0.4676,0.6648,0.6119,0.5067,0.5945,0.5526,0.3562,0.2179,0.263,0.0,35.9,,,,,,1.0,1.0,0.8,0.8667,0.8667,0.5208,0.5263,0.5833,0.5586,0.5051,0.5567,0.5524,0.5647,0.5763,,,,,,,,,,,0.5208,0.5042,0.5217,0.5741,0.5771,0.5901,0.6163,0.5761,0.5763,,,,,,,,0.6667,0.5714,0.5714,0.5208,0.4947,0.6184,0.5655,0.5381,0.5567,0.5524,0.5647,0.5763
NCI-H596,318,80,12,24.37,0.6407,0.7036,0.5942,0.6698,0.6291,0.5738,0.4967,0.5433,0.5665,0.6451,0.6335,0.3658,0.5978,0.2279,0.1794,0.108,13.75,58.75,,,,,,,,,,,0.7949,0.55,0.5769,0.6237,0.6412,0.6719,0.6256,0.62,0.6407,,,,,,,,,0.5714,0.5714,0.75,0.7158,0.6286,0.6308,0.644,0.6472,0.6727,0.6717,0.6407,,,,,,,1.0,0.8333,0.7143,0.7143,0.75,0.6632,0.6343,0.5771,0.5605,0.6439,0.6585,0.62,0.6407
NCI-H647,272,69,12,61.88,0.5974,0.6654,0.5803,0.6408,0.6087,0.604,0.6541,0.3204,0.6437,0.5454,0.5161,0.4234,0.5189,0.3367,0.2196,0.2391,0.0,42.03,,,,,,,,,,,,0.9118,0.9333,0.8217,0.7358,0.6783,0.6316,0.5837,0.5974,1.0,1.0,0.5,0.5,0.75,0.5,0.5,0.375,0.4167,0.4167,0.7111,0.7556,0.7625,0.7101,0.7365,0.714,0.6387,0.6145,0.5974,,,,,,,,,,,0.9231,0.9556,0.9333,0.8217,0.7284,0.6496,0.6373,0.5837,0.5974
NCI-H650,322,81,12,35.98,0.5497,0.5261,0.4656,0.4994,0.5255,0.5829,0.5364,0.5344,0.5268,0.5529,0.5855,0.5612,0.5274,0.3041,0.199,0.1965,0.0,44.44,,,1.0,0.6667,0.5,0.5,0.4,0.3333,0.2857,0.25,0.7,0.5,0.6468,0.5847,0.5772,0.6317,0.5957,0.5822,0.5497,,,,,0.5,0.5,0.4,0.3333,0.2857,0.25,0.6346,0.5789,0.6033,0.5385,0.5455,0.5595,0.542,0.5484,0.5497,,,1.0,0.6667,0.5,0.5,0.4,0.3333,0.2857,0.25,0.5769,0.5,0.5435,0.5794,0.5772,0.6078,0.5966,0.5822,0.5497
NCI-H661,318,80,12,37.94,0.5547,0.514,0.5413,0.548,0.4707,0.4913,0.5787,0.5707,0.5133,0.5467,0.566,0.572,0.5427,0.3283,0.2111,0.2233,0.0,38.75,,,1.0,0.6667,0.6667,0.5,0.4,0.3333,0.2857,0.2857,0.359,0.6484,0.6802,0.6445,0.6261,0.5758,0.5709,0.5416,0.5547,,,0.5,0.3333,0.3333,0.25,0.2,0.3333,0.2857,0.2857,0.359,0.4706,0.5121,0.5698,0.649,0.6302,0.5769,0.5621,0.5547,1.0,1.0,1.0,0.6667,0.6667,0.5,0.4,0.3333,0.2857,0.2857,0.5,0.6328,0.6625,0.6717,0.5735,0.5265,0.5508,0.5601,0.5547
NCI-H720,337,85,12,28.91,0.5082,0.5618,0.5895,0.5389,0.5301,0.5034,0.5642,0.5895,0.5068,0.5348,0.4781,0.5403,0.5055,0.2433,0.1744,0.1233,7.06,62.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.5486,0.4578,0.5134,0.5333,0.5437,0.4567,0.4872,0.5082,0.0,0.0,0.5,0.5,0.5,0.6667,0.6667,0.6667,0.5333,0.5556,0.7121,0.6078,0.5692,0.5538,0.5589,0.541,0.5623,0.5322,0.5082,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.6667,0.7121,0.4737,0.4622,0.6034,0.5296,0.5397,0.4941,0.4872,0.5082
NCI-H727,317,80,12,23.17,0.5645,0.5962,0.4922,0.501,0.5166,0.6729,0.6006,0.6582,0.6768,0.4429,0.457,0.5312,0.54,0.2424,0.177,0.1218,17.5,61.25,,,,,,,,1.0,0.8571,0.8571,0.5357,0.6,0.6457,0.5469,0.4375,0.435,0.482,0.5124,0.5645,,,1.0,0.6667,0.6667,0.5,0.6,0.5,0.5714,0.5714,0.5897,0.6,0.4963,0.4892,0.4969,0.4957,0.5417,0.5554,0.5645,,,,,,1.0,1.0,1.0,0.8571,0.8571,0.6923,0.6,0.5259,0.5152,0.4375,0.4326,0.4906,0.5542,0.5645
NCI-H810,320,81,12,53.62,0.6171,0.5101,0.5835,0.4902,0.6091,0.5817,0.6116,0.5756,0.7323,0.5421,0.4701,0.5436,0.5171,0.3725,0.2149,0.2843,0.0,37.04,1.0,1.0,0.5,0.75,0.8333,0.8333,0.5556,0.4167,0.5,0.45,0.5286,0.5962,0.625,0.6524,0.6533,0.6519,0.625,0.6224,0.6171,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,0.6667,0.6667,0.75,0.6111,0.5192,0.5296,0.5952,0.5471,0.5417,0.5838,0.6026,0.6171,1.0,1.0,0.5,0.5,0.5,0.5,0.3333,0.25,0.2,0.1667,0.4697,0.5909,0.6287,0.6627,0.6383,0.6429,0.6269,0.6224,0.6171
NCI-H835,175,44,12,36.99,0.5021,0.3979,0.4792,0.4458,0.4146,0.5312,0.5438,0.5458,0.5042,0.4812,0.4917,0.5854,0.4708,0.3313,0.2086,0.2244,0.0,47.73,,,,,1.0,1.0,0.6667,0.6667,0.6667,0.5,0.4286,0.6,0.5,0.6154,0.6703,0.6292,0.5281,0.5126,0.5021,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.6667,0.6111,0.5,0.6104,0.4857,0.4506,0.4868,0.4513,0.5126,0.5021,,,,,,,0.6667,0.6667,0.6667,0.5,0.6667,0.6,0.5417,0.6154,0.6056,0.6292,0.5281,0.5126,0.5021
NCI-H838,274,69,12,41.69,0.5208,0.5331,0.4754,0.5747,0.4612,0.4698,0.5416,0.6181,0.5217,0.4953,0.4934,0.5047,0.5274,0.3635,0.2216,0.2751,0.0,31.88,,,,,,,,,,,0.6667,0.6125,0.6054,0.6136,0.55,0.5772,0.538,0.5233,0.5208,,,,,,,,0.6,0.6667,0.6667,0.6667,0.65,0.6439,0.568,0.5689,0.551,0.5531,0.5267,0.5208,,,,,,,,,,,0.7083,0.6375,0.625,0.5812,0.55,0.5451,0.5395,0.5233,0.5208
PC-14,323,81,12,56.19,0.6596,0.6899,0.6489,0.7531,0.7096,0.5926,0.6039,0.5982,0.5889,0.653,0.4944,0.6352,0.617,0.344,0.205,0.2433,4.94,44.44,1.0,1.0,0.5,0.3333,0.25,0.25,0.2,0.1667,0.1429,0.5,0.619,0.693,0.7438,0.7196,0.724,0.7091,0.7133,0.689,0.6596,,,0.0,0.3333,0.6667,0.6667,0.625,0.5,0.5,0.5,0.7121,0.6067,0.6962,0.7129,0.7408,0.7072,0.6608,0.6682,0.6596,1.0,1.0,0.5,0.3333,0.25,0.25,0.2,0.1667,0.1429,0.5,0.7,0.7222,0.7355,0.7436,0.7204,0.7263,0.7027,0.689,0.6596
PC-3_[JPC-3],266,67,12,27.93,0.407,0.4773,0.4864,0.4535,0.4671,0.4422,0.4433,0.4535,0.3288,0.3832,0.4206,0.4104,0.424,0.253,0.1837,0.1434,14.93,55.22,,,,,1.0,1.0,1.0,1.0,0.75,0.75,0.6531,0.4327,0.4647,0.3913,0.4148,0.3416,0.3829,0.3722,0.407,,,,,1.0,1.0,1.0,0.75,0.75,0.75,0.5208,0.3163,0.4136,0.4111,0.4656,0.4479,0.3966,0.4078,0.407,,,,,1.0,1.0,1.0,0.75,0.75,0.75,0.5208,0.3265,0.3827,0.3874,0.4203,0.4091,0.3829,0.4131,0.407
RERF-LC-KJ,322,81,12,34.0,0.5115,0.5124,0.5108,0.4885,0.5166,0.5089,0.537,0.5325,0.4936,0.5357,0.4777,0.4949,0.4898,0.28,0.1888,0.1669,1.23,51.85,1.0,1.0,1.0,1.0,0.5,0.5,0.625,0.4167,0.3125,0.45,0.4444,0.3766,0.3135,0.3386,0.4319,0.4458,0.4006,0.5141,0.5115,1.0,1.0,0.5,0.3333,0.25,0.25,0.25,0.2,0.1667,0.2222,0.3143,0.3636,0.3615,0.415,0.4561,0.4709,0.496,0.4911,0.5115,1.0,1.0,1.0,0.5,0.3333,0.3333,0.25,0.4167,0.375,0.3,0.4444,0.3571,0.3654,0.3333,0.4337,0.4484,0.4317,0.4929,0.5115
RERF-LC-MS,277,70,12,48.41,0.5416,0.4937,0.5004,0.4912,0.4979,0.5585,0.5559,0.5929,0.5576,0.5458,0.4727,0.5559,0.5105,0.3625,0.2114,0.2662,0.0,44.29,,,0.5,0.5,0.3333,0.25,0.25,0.375,0.3,0.3,0.4583,0.4327,0.4111,0.4348,0.5082,0.4928,0.5241,0.5295,0.5416,,,0.5,0.5,0.75,0.8333,0.8333,0.875,0.9167,0.9167,0.5208,0.4423,0.4706,0.4533,0.5093,0.5354,0.5573,0.535,0.5416,,,0.5,0.5,0.3333,0.25,0.25,0.2,0.1667,0.1667,0.4,0.4038,0.4167,0.458,0.5059,0.4928,0.5375,0.5274,0.5416
RERF-LC-Sq1,320,80,12,27.0,0.6629,0.5709,0.5484,0.5889,0.5515,0.6011,0.6026,0.6316,0.6613,0.6445,0.6522,0.6911,0.6857,0.2354,0.1737,0.1228,17.5,55.0,,,,,,,,,1.0,1.0,0.4667,0.8375,0.7244,0.7168,0.6368,0.6922,0.7126,0.6712,0.6629,,,,1.0,1.0,1.0,0.8,0.8333,0.7143,0.7143,0.8462,0.775,0.7244,0.7204,0.7176,0.7007,0.6602,0.6644,0.6629,,,,,,1.0,1.0,0.8333,0.7143,0.7143,0.4667,0.8125,0.7115,0.6537,0.7153,0.6854,0.6884,0.6712,0.6629
SK-LU-1,318,80,12,31.66,0.568,0.5052,0.6044,0.513,0.5048,0.6016,0.6003,0.5652,0.5426,0.4966,0.465,0.4176,0.5488,0.3162,0.2127,0.2155,1.25,37.5,,,0.0,0.0,0.0,0.3333,0.2222,0.1667,0.1333,0.1333,0.3273,0.395,0.4682,0.4405,0.4391,0.4359,0.5023,0.5146,0.568,,,0.0,0.0,0.0,0.1667,0.2222,0.25,0.2667,0.2667,0.3667,0.3697,0.4219,0.4967,0.4727,0.5121,0.5116,0.5591,0.568,,,0.0,0.0,0.0,0.3333,0.3333,0.3333,0.375,0.375,0.2727,0.3333,0.3542,0.4405,0.4349,0.4736,0.5023,0.5146,0.568
SK-MES-1,322,81,12,41.19,0.5814,0.5738,0.5413,0.5726,0.5156,0.5338,0.5732,0.4865,0.5081,0.5961,0.5344,0.5526,0.6064,0.3405,0.2121,0.2384,0.0,40.74,,,,0.0,0.0,0.0,0.25,0.4,0.5,0.3889,0.2778,0.3701,0.4436,0.4725,0.5663,0.546,0.5254,0.5516,0.5814,,,0.0,0.0,0.1667,0.1667,0.125,0.1667,0.1875,0.15,0.3143,0.3867,0.4808,0.5075,0.5943,0.5758,0.5898,0.5932,0.5814,,,,,,,0.4,0.5,0.3333,0.2222,0.2714,0.3961,0.4115,0.5,0.5397,0.546,0.5254,0.5635,0.5814
SW1573,321,81,12,13.93,0.5724,0.4649,0.4514,0.5158,0.543,0.5645,0.4265,0.6233,0.4208,0.4949,0.474,0.5124,0.483,0.1329,0.1253,0.0489,54.32,74.07,,,,,,,,,,,0.625,0.7174,0.5323,0.7278,0.7041,0.6921,0.67,0.6487,0.5724,,,,,,,,,,,0.7667,0.6522,0.5161,0.7167,0.655,0.7106,0.7075,0.6487,0.5724,,,,,,,,,,,0.9375,0.6522,0.7,0.7333,0.655,0.7319,0.7411,0.6487,0.5724
UMC-11,316,80,12,47.98,0.7248,0.6501,0.6654,0.7029,0.6804,0.6673,0.6279,0.6341,0.6442,0.7104,0.6773,0.7048,0.6785,0.3504,0.2122,0.2516,0.0,47.5,,,,1.0,1.0,0.75,0.6,0.7,0.6667,0.6667,0.7818,0.7786,0.7733,0.7551,0.7448,0.742,0.739,0.7346,0.7248,,,,,,,1.0,1.0,0.9167,0.9167,0.8833,0.7832,0.7421,0.7525,0.7465,0.7342,0.7451,0.716,0.7248,,,,,,,0.6,0.5,0.4286,0.4286,0.7833,0.7778,0.7647,0.7469,0.7496,0.7423,0.7383,0.7346,0.7248
VMRC-LCD,216,55,12,29.15,0.6622,0.6321,0.6441,0.6216,0.6757,0.6261,0.5661,0.6667,0.6336,0.6344,0.4174,0.545,0.5841,0.2597,0.1854,0.1515,5.45,56.36,,,,,,,,,,1.0,0.8333,0.4762,0.5278,0.5833,0.605,0.5966,0.6016,0.6305,0.6622,,,,,,1.0,1.0,1.0,1.0,1.0,0.8889,0.6905,0.5278,0.6395,0.575,0.5897,0.5482,0.5933,0.6622,,,,,,,,,,,0.8333,0.4762,0.5278,0.7,0.605,0.5966,0.6016,0.6305,0.6622
